row_number,event_type,health_score,status,description,is_accurate
4851,WARNING,83.22,HEALTHY,Multi-factor degradation detected,false
4852,FAILURE_CONFIRMED,86.89,HEALTHY,Multi-factor degradation detected,true
4853,WARNING,87.34,HEALTHY,Multi-factor degradation detected,false
4854,WARNING,86.88,HEALTHY,Multi-factor degradation detected,false
4855,WARNING,86.50,HEALTHY,Multi-factor degradation detected,false
4856,WARNING,86.11,HEALTHY,Multi-factor degradation detected,false
4857,WARNING,85.50,HEALTHY,Multi-factor degradation detected,false
4858,WARNING,86.64,HEALTHY,Multi-factor degradation detected,false
4859,WARNING,84.29,HEALTHY,Multi-factor degradation detected,false
4860,WARNING,85.90,HEALTHY,Multi-factor degradation detected,false
4861,WARNING,83.79,HEALTHY,Multi-factor degradation detected,false
4862,WARNING,76.67,HEALTHY,Multi-factor degradation detected,false
4863,WARNING,78.64,HEALTHY,Multi-factor degradation detected,false
4864,WARNING,76.02,HEALTHY,Multi-factor degradation detected,false
4865,WARNING,83.89,HEALTHY,Multi-factor degradation detected,false
4866,WARNING,82.31,HEALTHY,Multi-factor degradation detected,false
4867,WARNING,79.19,HEALTHY,Multi-factor degradation detected,false
4868,WARNING,80.20,HEALTHY,Multi-factor degradation detected,false
4869,WARNING,80.90,HEALTHY,Multi-factor degradation detected,false
4870,WARNING,78.01,HEALTHY,Multi-factor degradation detected,false
4871,WARNING,79.46,HEALTHY,Multi-factor degradation detected,false
4872,WARNING,81.00,HEALTHY,Multi-factor degradation detected,false
4873,WARNING,74.40,HEALTHY,Multi-factor degradation detected,false
4874,WARNING,80.30,HEALTHY,Multi-factor degradation detected,false
4875,WARNING,77.92,HEALTHY,Multi-factor degradation detected,false
4876,WARNING,76.19,HEALTHY,Multi-factor degradation detected,false
4877,WARNING,79.08,HEALTHY,Multi-factor degradation detected,false
4878,WARNING,77.14,HEALTHY,Multi-factor degradation detected,false
4879,WARNING,84.78,HEALTHY,Multi-factor degradation detected,false
4880,WARNING,86.39,HEALTHY,Multi-factor degradation detected,false
4881,WARNING,85.42,HEALTHY,Multi-factor degradation detected,false
4882,WARNING,83.39,HEALTHY,Multi-factor degradation detected,false
4883,WARNING,83.06,HEALTHY,Multi-factor degradation detected,false
4884,WARNING,82.06,HEALTHY,Multi-factor degradation detected,false
4885,WARNING,81.41,HEALTHY,Multi-factor degradation detected,false
4886,WARNING,78.53,HEALTHY,Multi-factor degradation detected,false
4887,WARNING,80.45,HEALTHY,Multi-factor degradation detected,false
4888,WARNING,80.03,HEALTHY,Multi-factor degradation detected,false
4889,WARNING,81.18,HEALTHY,Multi-factor degradation detected,false
4890,WARNING,80.79,HEALTHY,Multi-factor degradation detected,false
4891,WARNING,80.48,HEALTHY,Multi-factor degradation detected,false
4892,WARNING,76.17,HEALTHY,Multi-factor degradation detected,false
4893,WARNING,71.22,HEALTHY,Multi-factor degradation detected,false
4894,WARNING,79.16,HEALTHY,Multi-factor degradation detected,false
4895,WARNING,77.19,HEALTHY,Multi-factor degradation detected,false
4896,WARNING,76.35,HEALTHY,Critical tool wear (203min),false
4897,WARNING,75.74,HEALTHY,Critical tool wear (206min),false
4898,WARNING,76.71,HEALTHY,Critical tool wear (209min),false
4899,WARNING,73.64,HEALTHY,Critical tool wear (214min),false
4900,WARNING,64.14,WARNING,Critical tool wear (219min),false
4901,WARNING,74.75,HEALTHY,Critical tool wear (221min),false
4902,WARNING,72.86,HEALTHY,Critical tool wear (223min),false
4903,WARNING,71.95,HEALTHY,Critical tool wear (226min),false
4904,WARNING,84.83,HEALTHY,Rotational speed anomaly (2232rpm),false
4905,WARNING,93.96,HEALTHY,Multi-factor degradation detected,false
4906,WARNING,93.66,HEALTHY,Multi-factor degradation detected,false
4907,WARNING,94.60,HEALTHY,Multi-factor degradation detected,false
4908,WARNING,94.47,HEALTHY,Multi-factor degradation detected,false
4909,WARNING,94.24,HEALTHY,Multi-factor degradation detected,false
4910,WARNING,95.98,HEALTHY,Multi-factor degradation detected,false
4911,WARNING,94.31,HEALTHY,Multi-factor degradation detected,false
4912,WARNING,94.11,HEALTHY,Multi-factor degradation detected,false
4913,WARNING,96.05,HEALTHY,Multi-factor degradation detected,false
4914,WARNING,96.01,HEALTHY,Multi-factor degradation detected,false
4915,WARNING,96.01,HEALTHY,Multi-factor degradation detected,false
4916,WARNING,94.26,HEALTHY,Multi-factor degradation detected,false
4917,WARNING,92.22,HEALTHY,Multi-factor degradation detected,false
4918,WARNING,96.10,HEALTHY,Multi-factor degradation detected,false
4919,WARNING,96.15,HEALTHY,Multi-factor degradation detected,false
4920,WARNING,96.15,HEALTHY,Multi-factor degradation detected,false
4921,FAILURE_CONFIRMED,87.08,HEALTHY,Multi-factor degradation detected,true
4922,WARNING,91.35,HEALTHY,Multi-factor degradation detected,false
4923,WARNING,95.05,HEALTHY,Multi-factor degradation detected,false
4924,WARNING,85.96,HEALTHY,Multi-factor degradation detected,false
4925,WARNING,93.96,HEALTHY,Multi-factor degradation detected,false
4926,WARNING,91.29,HEALTHY,Multi-factor degradation detected,false
4927,WARNING,92.74,HEALTHY,Multi-factor degradation detected,false
4928,WARNING,90.88,HEALTHY,Multi-factor degradation detected,false
4929,WARNING,91.81,HEALTHY,Multi-factor degradation detected,false
4930,WARNING,91.43,HEALTHY,Multi-factor degradation detected,false
4931,WARNING,89.78,HEALTHY,Multi-factor degradation detected,false
4932,WARNING,89.06,HEALTHY,Multi-factor degradation detected,false
4933,WARNING,90.41,HEALTHY,Multi-factor degradation detected,false
4934,WARNING,89.98,HEALTHY,Multi-factor degradation detected,false
4935,WARNING,89.10,HEALTHY,Multi-factor degradation detected,false
4936,WARNING,88.71,HEALTHY,Multi-factor degradation detected,false
4937,FAILURE_CONFIRMED,77.90,HEALTHY,Multi-factor degradation detected,true
4938,WARNING,88.01,HEALTHY,Multi-factor degradation detected,false
4939,WARNING,85.71,HEALTHY,Multi-factor degradation detected,false
4940,WARNING,77.62,HEALTHY,Multi-factor degradation detected,false
4941,WARNING,86.57,HEALTHY,Multi-factor degradation detected,false
4942,WARNING,84.50,HEALTHY,Multi-factor degradation detected,false
4943,WARNING,84.40,HEALTHY,Multi-factor degradation detected,false
4944,WARNING,85.35,HEALTHY,Multi-factor degradation detected,false
4945,WARNING,80.56,HEALTHY,Multi-factor degradation detected,false
4946,WARNING,83.91,HEALTHY,Multi-factor degradation detected,false
4947,WARNING,81.85,HEALTHY,Multi-factor degradation detected,false
4948,WARNING,80.63,HEALTHY,Multi-factor degradation detected,false
4949,WARNING,82.59,HEALTHY,Multi-factor degradation detected,false
4950,WARNING,80.61,HEALTHY,Multi-factor degradation detected,false
4951,WARNING,73.13,HEALTHY,Multi-factor degradation detected,false
4952,WARNING,81.01,HEALTHY,Multi-factor degradation detected,false
4953,WARNING,78.34,HEALTHY,Multi-factor degradation detected,false
4954,WARNING,77.90,HEALTHY,Multi-factor degradation detected,false
4955,WARNING,76.38,HEALTHY,Multi-factor degradation detected,false
4956,WARNING,78.25,HEALTHY,Multi-factor degradation detected,false
4957,WARNING,67.72,WARNING,Rotational speed anomaly (2344rpm),false
4958,WARNING,70.47,HEALTHY,Multi-factor degradation detected,false
4959,WARNING,85.19,HEALTHY,Multi-factor degradation detected,false
4960,WARNING,82.31,HEALTHY,Multi-factor degradation detected,false
4961,WARNING,78.08,HEALTHY,Multi-factor degradation detected,false
4962,WARNING,77.46,HEALTHY,Multi-factor degradation detected,false
4963,WARNING,83.09,HEALTHY,Multi-factor degradation detected,false
4964,WARNING,76.62,HEALTHY,Multi-factor degradation detected,false
4965,WARNING,82.90,HEALTHY,Multi-factor degradation detected,false
4966,WARNING,82.20,HEALTHY,Multi-factor degradation detected,false
4967,WARNING,79.61,HEALTHY,Multi-factor degradation detected,false
4968,WARNING,80.80,HEALTHY,Multi-factor degradation detected,false
4969,WARNING,82.71,HEALTHY,Multi-factor degradation detected,false
4970,WARNING,82.19,HEALTHY,Multi-factor degradation detected,false
4971,WARNING,81.92,HEALTHY,Multi-factor degradation detected,false
4972,WARNING,77.47,HEALTHY,Multi-factor degradation detected,false
4973,WARNING,73.14,HEALTHY,Multi-factor degradation detected,false
4974,WARNING,80.31,HEALTHY,Multi-factor degradation detected,false
4975,WARNING,79.96,HEALTHY,Multi-factor degradation detected,false
4976,WARNING,78.35,HEALTHY,Multi-factor degradation detected,false
4977,FAILURE_CONFIRMED,73.06,HEALTHY,Multi-factor degradation detected,true
4978,WARNING,78.96,HEALTHY,Multi-factor degradation detected,false
4979,WARNING,77.07,HEALTHY,Multi-factor degradation detected,false
4980,WARNING,78.26,HEALTHY,Multi-factor degradation detected,false
4981,WARNING,76.05,HEALTHY,Critical tool wear (203min),false
4982,WARNING,77.17,HEALTHY,Critical tool wear (206min),false
4983,WARNING,68.49,WARNING,Critical tool wear (209min),false
4984,WARNING,71.73,HEALTHY,Critical tool wear (211min),false
4985,FAILURE_CONFIRMED,67.91,WARNING,Critical tool wear (213min),true
4986,WARNING,67.46,WARNING,Critical tool wear (215min),false
4987,WARNING,95.69,HEALTHY,Multi-factor degradation detected,false
4988,WARNING,93.23,HEALTHY,Multi-factor degradation detected,false
4989,FAILURE_CONFIRMED,84.07,HEALTHY,Rotational speed anomaly (2497rpm),true
4990,WARNING,95.48,HEALTHY,Multi-factor degradation detected,false
4991,WARNING,94.04,HEALTHY,Multi-factor degradation detected,false
4992,WARNING,95.55,HEALTHY,Multi-factor degradation detected,false
4993,WARNING,94.34,HEALTHY,Multi-factor degradation detected,false
4994,WARNING,87.53,HEALTHY,Multi-factor degradation detected,false
4995,WARNING,93.95,HEALTHY,Multi-factor degradation detected,false
4996,WARNING,95.85,HEALTHY,Multi-factor degradation detected,false
4997,WARNING,95.77,HEALTHY,Multi-factor degradation detected,false
4998,FAILURE_CONFIRMED,84.04,HEALTHY,Rotational speed anomaly (2659rpm),true
4999,WARNING,91.42,HEALTHY,Multi-factor degradation detected,false
5000,WARNING,95.69,HEALTHY,Multi-factor degradation detected,false
5001,WARNING,87.58,HEALTHY,Multi-factor degradation detected,false
5002,WARNING,84.80,HEALTHY,Rotational speed anomaly (2174rpm),false
5003,WARNING,94.06,HEALTHY,Multi-factor degradation detected,false
5004,WARNING,93.69,HEALTHY,Multi-factor degradation detected,false
5005,WARNING,94.31,HEALTHY,Multi-factor degradation detected,false
5006,WARNING,93.48,HEALTHY,Multi-factor degradation detected,false
5007,WARNING,94.19,HEALTHY,Multi-factor degradation detected,false
5008,WARNING,93.62,HEALTHY,Multi-factor degradation detected,false
5009,WARNING,95.03,HEALTHY,Multi-factor degradation detected,false
5010,WARNING,94.15,HEALTHY,Multi-factor degradation detected,false
5011,WARNING,93.80,HEALTHY,Multi-factor degradation detected,false
5012,WARNING,92.05,HEALTHY,Multi-factor degradation detected,false
5013,WARNING,88.84,HEALTHY,Multi-factor degradation detected,false
5014,WARNING,92.31,HEALTHY,Multi-factor degradation detected,false
5015,WARNING,91.75,HEALTHY,Multi-factor degradation detected,false
5016,WARNING,87.60,HEALTHY,Multi-factor degradation detected,false
5017,WARNING,89.44,HEALTHY,Multi-factor degradation detected,false
5018,WARNING,89.40,HEALTHY,Multi-factor degradation detected,false
5019,WARNING,90.30,HEALTHY,Multi-factor degradation detected,false
5020,WARNING,89.69,HEALTHY,Multi-factor degradation detected,false
5021,WARNING,89.11,HEALTHY,Multi-factor degradation detected,false
5022,WARNING,81.21,HEALTHY,Multi-factor degradation detected,false
5023,WARNING,86.95,HEALTHY,Multi-factor degradation detected,false
5024,WARNING,86.84,HEALTHY,Multi-factor degradation detected,false
5025,WARNING,85.64,HEALTHY,Multi-factor degradation detected,false
5026,WARNING,87.29,HEALTHY,Multi-factor degradation detected,false
5027,WARNING,86.73,HEALTHY,Multi-factor degradation detected,false
5028,WARNING,82.32,HEALTHY,Multi-factor degradation detected,false
5029,WARNING,84.06,HEALTHY,Multi-factor degradation detected,false
5030,WARNING,85.50,HEALTHY,Multi-factor degradation detected,false
5031,WARNING,83.35,HEALTHY,Multi-factor degradation detected,false
5032,WARNING,83.32,HEALTHY,Multi-factor degradation detected,false
5033,WARNING,82.21,HEALTHY,Multi-factor degradation detected,false
5034,WARNING,81.40,HEALTHY,Multi-factor degradation detected,false
5035,WARNING,83.09,HEALTHY,Multi-factor degradation detected,false
5036,WARNING,82.47,HEALTHY,Multi-factor degradation detected,false
5037,WARNING,81.95,HEALTHY,Multi-factor degradation detected,false
5038,WARNING,81.55,HEALTHY,Multi-factor degradation detected,false
5039,WARNING,77.33,HEALTHY,Multi-factor degradation detected,false
5040,WARNING,79.07,HEALTHY,Multi-factor degradation detected,false
5041,WARNING,78.50,HEALTHY,Multi-factor degradation detected,false
5042,WARNING,77.46,HEALTHY,Multi-factor degradation detected,false
5043,WARNING,78.57,HEALTHY,Multi-factor degradation detected,false
5044,WARNING,78.22,HEALTHY,Multi-factor degradation detected,false
5045,WARNING,85.06,HEALTHY,Multi-factor degradation detected,false
5046,WARNING,84.79,HEALTHY,Multi-factor degradation detected,false
5047,WARNING,85.75,HEALTHY,Multi-factor degradation detected,false
5048,WARNING,83.22,HEALTHY,Multi-factor degradation detected,false
5049,FAILURE_CONFIRMED,74.59,HEALTHY,Multi-factor degradation detected,true
5050,WARNING,82.60,HEALTHY,Multi-factor degradation detected,false
5051,WARNING,79.75,HEALTHY,Multi-factor degradation detected,false
5052,WARNING,82.25,HEALTHY,Multi-factor degradation detected,false
5053,WARNING,80.23,HEALTHY,Multi-factor degradation detected,false
5054,WARNING,80.30,HEALTHY,Multi-factor degradation detected,false
5055,WARNING,81.29,HEALTHY,Multi-factor degradation detected,false
5056,WARNING,79.61,HEALTHY,Multi-factor degradation detected,false
5057,WARNING,77.70,HEALTHY,Multi-factor degradation detected,false
5058,WARNING,77.67,HEALTHY,Multi-factor degradation detected,false
5059,WARNING,79.14,HEALTHY,Multi-factor degradation detected,false
5060,WARNING,77.21,HEALTHY,Multi-factor degradation detected,false
5061,WARNING,78.42,HEALTHY,Multi-factor degradation detected,false
5062,FAILURE_CONFIRMED,70.23,HEALTHY,Multi-factor degradation detected,true
5063,WARNING,75.33,HEALTHY,Critical tool wear (202min),false
5064,WARNING,94.09,HEALTHY,Multi-factor degradation detected,false
5065,WARNING,95.50,HEALTHY,Multi-factor degradation detected,false
5066,WARNING,95.45,HEALTHY,Multi-factor degradation detected,false
5067,WARNING,93.65,HEALTHY,Multi-factor degradation detected,false
5068,WARNING,93.39,HEALTHY,Multi-factor degradation detected,false
5069,WARNING,95.24,HEALTHY,Multi-factor degradation detected,false
5070,WARNING,93.61,HEALTHY,Multi-factor degradation detected,false
5071,WARNING,93.62,HEALTHY,Multi-factor degradation detected,false
5072,WARNING,95.40,HEALTHY,Multi-factor degradation detected,false
5073,WARNING,94.16,HEALTHY,Multi-factor degradation detected,false
5074,WARNING,94.03,HEALTHY,Multi-factor degradation detected,false
5075,WARNING,94.11,HEALTHY,Multi-factor degradation detected,false
5076,WARNING,93.92,HEALTHY,Multi-factor degradation detected,false
5077,WARNING,95.33,HEALTHY,Multi-factor degradation detected,false
5078,WARNING,87.26,HEALTHY,Multi-factor degradation detected,false
5079,WARNING,95.20,HEALTHY,Multi-factor degradation detected,false
5080,WARNING,92.78,HEALTHY,Multi-factor degradation detected,false
5081,WARNING,93.21,HEALTHY,Multi-factor degradation detected,false
5082,WARNING,95.34,HEALTHY,Multi-factor degradation detected,false
5083,WARNING,95.02,HEALTHY,Multi-factor degradation detected,false
5084,WARNING,91.80,HEALTHY,Multi-factor degradation detected,false
5085,WARNING,85.28,HEALTHY,Multi-factor degradation detected,false
5086,WARNING,87.32,HEALTHY,Multi-factor degradation detected,false
5087,WARNING,91.69,HEALTHY,Multi-factor degradation detected,false
5088,WARNING,90.60,HEALTHY,Multi-factor degradation detected,false
5089,WARNING,92.14,HEALTHY,Multi-factor degradation detected,false
5090,WARNING,90.31,HEALTHY,Multi-factor degradation detected,false
5091,WARNING,91.28,HEALTHY,Multi-factor degradation detected,false
5092,WARNING,89.10,HEALTHY,Multi-factor degradation detected,false
5093,WARNING,90.40,HEALTHY,Multi-factor degradation detected,false
5094,WARNING,87.56,HEALTHY,Multi-factor degradation detected,false
5095,WARNING,87.79,HEALTHY,Multi-factor degradation detected,false
5096,WARNING,88.61,HEALTHY,Multi-factor degradation detected,false
5097,WARNING,86.44,HEALTHY,Multi-factor degradation detected,false
5098,WARNING,85.40,HEALTHY,Multi-factor degradation detected,false
5099,WARNING,86.85,HEALTHY,Multi-factor degradation detected,false
5100,WARNING,84.58,HEALTHY,Multi-factor degradation detected,false
5101,WARNING,84.59,HEALTHY,Multi-factor degradation detected,false
5102,WARNING,85.67,HEALTHY,Multi-factor degradation detected,false
5103,WARNING,83.69,HEALTHY,Multi-factor degradation detected,false
5104,WARNING,84.62,HEALTHY,Multi-factor degradation detected,false
5105,WARNING,84.24,HEALTHY,Multi-factor degradation detected,false
5106,WARNING,77.67,HEALTHY,Multi-factor degradation detected,false
5107,WARNING,83.66,HEALTHY,Multi-factor degradation detected,false
5108,WARNING,83.40,HEALTHY,Multi-factor degradation detected,false
5109,WARNING,80.94,HEALTHY,Multi-factor degradation detected,false
5110,WARNING,81.22,HEALTHY,Multi-factor degradation detected,false
5111,WARNING,78.07,HEALTHY,Multi-factor degradation detected,false
5112,WARNING,81.40,HEALTHY,Multi-factor degradation detected,false
5113,WARNING,81.05,HEALTHY,Multi-factor degradation detected,false
5114,WARNING,79.06,HEALTHY,Multi-factor degradation detected,false
5115,WARNING,80.05,HEALTHY,Multi-factor degradation detected,false
5116,WARNING,68.64,WARNING,Rotational speed anomaly (2113rpm),false
5117,WARNING,76.64,HEALTHY,Multi-factor degradation detected,false
5118,WARNING,77.07,HEALTHY,Multi-factor degradation detected,false
